Lote,Endereco,link,Titulo,Descricao,Total_Fotos,Rotulo,Valor (R$),Data
Comercial / Industrial,"Santa Vitória / MG - Centro Avenida Dr Eduardo Brandão de Azeredo,  1523",https://www.portalzuk.com.br/imovel/mg/santa-vitoria/centro/avenida-dr-eduardo-brandao-de-azeredo-1523/33447-205018,Casa à venda em leilão,,0,2º leilão,651577.5650,14/07/2025 às 11:30
Casa,"Ulianópolis / PA - Resende Ii Rua Uberaba,  241",https://www.portalzuk.com.br/imovel/pa/ulianopolis/resende-ii/rua-uberaba-241/33543-205706,Apartamento à venda em leilão,,0,1º leilão,499000.00,14/07/2025 às 11:30
Casa,"Ulianópolis / PA - Resende Ii Rua Uberaba,  241",https://www.portalzuk.com.br/imovel/pa/ulianopolis/resende-ii/rua-uberaba-241/33543-205706,Apartamento à venda em leilão,,0,2º leilão,407263.8618,15/07/2025 às 11:30
Apartamento,"São Paulo / SP - Bela Vista Rua Maria Paula,  200",https://www.portalzuk.com.br/imovel/sp/sao-paulo/bela-vista/rua-maria-paula-200/33477-205174,Casa à venda em leilão,,0,1º leilão,396517.47,14/07/2025 às 11:30
Apartamento,"São Paulo / SP - Bela Vista Rua Maria Paula,  200",https://www.portalzuk.com.br/imovel/sp/sao-paulo/bela-vista/rua-maria-paula-200/33477-205174,Casa à venda em leilão,,0,2º leilão,198258.7350,05/08/2025 às 11:30
Casa,"Rio das Ostras / RJ - Residencial Maria Turri Rua C,  230",https://www.portalzuk.com.br/imovel/rj/rio-das-ostras/residencial-maria-turri/rua-c-230/33447-205019,Terreno à venda em leilão,,0,1º leilão,259811.27,07/07/2025 às 11:32
Casa,"Rio das Ostras / RJ - Residencial Maria Turri Rua C,  230",https://www.portalzuk.com.br/imovel/rj/rio-das-ostras/residencial-maria-turri/rua-c-230/33447-205019,Terreno à venda em leilão,,0,2º leilão,249473.90,14/07/2025 às 11:32
Casa,"São Paulo / SP - Interlagos Rua Luís Romero Sanson,  760",https://www.portalzuk.com.br/imovel/sp/sao-paulo/interlagos/rua-luis-romero-sanson-760/33467-205138,Apartamento à venda em leilão,,0,1º leilão,2057872.24,14/07/2025 às 11:40
Casa,"São Paulo / SP - Interlagos Rua Luís Romero Sanson,  760",https://www.portalzuk.com.br/imovel/sp/sao-paulo/interlagos/rua-luis-romero-sanson-760/33467-205138,Apartamento à venda em leilão,,0,2º leilão,1028936.1250,04/08/2025 às 11:40
Apartamento,"São Paulo / SP - Carandiru Avenida General Ataliba Leonel,  1853",https://www.portalzuk.com.br/imovel/sp/sao-paulo/carandiru/avenida-general-ataliba-leonel-1853/33510-205296,Terreno à venda em leilão,,0,1º leilão,289988.63,14/07/2025 às 11:50
Apartamento,"São Paulo / SP - Carandiru Avenida General Ataliba Leonel,  1853",https://www.portalzuk.com.br/imovel/sp/sao-paulo/carandiru/avenida-general-ataliba-leonel-1853/33510-205296,Terreno à venda em leilão,,0,2º leilão,173993.1840,04/08/2025 às 11:50
Sala Comercial,"Rio de Janeiro / RJ - Barra da Tijuca Avenida Marechal Henrique Lott,  163",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/barra-da-tijuca/avenida-marechal-henrique-lott-163/33463-205130,Terreno à venda em leilão,,0,1º leilão,6328693.35,14/07/2025 às 13:00
Sala Comercial,"Rio de Janeiro / RJ - Barra da Tijuca Avenida Marechal Henrique Lott,  163",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/barra-da-tijuca/avenida-marechal-henrique-lott-163/33463-205130,Terreno à venda em leilão,,0,2º leilão,3797216.0140,06/08/2025 às 13:00
Apartamento,"São Paulo / SP - Vila Independência Rua Ribeirópolis,  532",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-independencia/rua-ribeiropolis-532/33287-203736,Terreno à venda em leilão,,0,1º leilão,296758.18,14/07/2025 às 13:10
Apartamento,"São Paulo / SP - Vila Independência Rua Ribeirópolis,  532",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-independencia/rua-ribeiropolis-532/33287-203736,Terreno à venda em leilão,,0,2º leilão,148379.0950,06/08/2025 às 13:10
Apartamento,"São Paulo / SP - Itaim Bibi Rua Itacema,  163",https://www.portalzuk.com.br/imovel/sp/sao-paulo/itaim-bibi/rua-itacema-163/33491-205217,Terreno à venda em leilão,,0,1º leilão,3245752.00,14/07/2025 às 13:20
Apartamento,"São Paulo / SP - Itaim Bibi Rua Itacema,  163",https://www.portalzuk.com.br/imovel/sp/sao-paulo/itaim-bibi/rua-itacema-163/33491-205217,Terreno à venda em leilão,,0,2º leilão,2596601.6020,04/08/2025 às 13:20
Apartamento,"São Paulo / SP - Vila Andrade Rua Iupeba,  200",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-andrade/rua-iupeba-200/33475-205172,Terreno à venda em leilão,,0,1º leilão,1158708.03,14/07/2025 às 13:40
Apartamento,"São Paulo / SP - Vila Andrade Rua Iupeba,  200",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-andrade/rua-iupeba-200/33475-205172,Terreno à venda em leilão,,0,2º leilão,695224.8240,04/08/2025 às 13:40
Apartamento,"Campinas / SP - Residencial Vitória Avenida Padre Manoel da Nóbrega,  355",https://www.portalzuk.com.br/imovel/sp/campinas/residencial-vitoria/avenida-padre-manoel-da-nobrega-355/33400-204661,Terreno à venda em leilão,,0,1º leilão,396445.80,07/07/2025 às 14:00
Apartamento,"Campinas / SP - Residencial Vitória Avenida Padre Manoel da Nóbrega,  355",https://www.portalzuk.com.br/imovel/sp/campinas/residencial-vitoria/avenida-padre-manoel-da-nobrega-355/33400-204661,Terreno à venda em leilão,,0,2º leilão,308371.4022,14/07/2025 às 14:00
Terreno,"São Carlos / SP - Residencial Salto do Monjolinho Rua 07,  S/n",https://www.portalzuk.com.br/imovel/sp/sao-carlos/residencial-salto-do-monjolinho/rua-07-s-n/33452-205035,Terreno à venda em leilão,,0,1º leilão,215698.29,07/07/2025 às 15:00
Terreno,"São Carlos / SP - Residencial Salto do Monjolinho Rua 07,  S/n",https://www.portalzuk.com.br/imovel/sp/sao-carlos/residencial-salto-do-monjolinho/rua-07-s-n/33452-205035,Terreno à venda em leilão,,0,2º leilão,149504.9031,14/07/2025 às 15:00
Terreno,"São Carlos / SP - Residencial Salto do Monjolinho Rua Domingo dos Santos,  S/n",https://www.portalzuk.com.br/imovel/sp/sao-carlos/residencial-salto-do-monjolinho/rua-domingo-dos-santos-s-n/33452-205036,Terreno à venda em leilão,,0,1º leilão,198382.05,07/07/2025 às 15:02
Terreno,"São Carlos / SP - Residencial Salto do Monjolinho Rua Domingo dos Santos,  S/n",https://www.portalzuk.com.br/imovel/sp/sao-carlos/residencial-salto-do-monjolinho/rua-domingo-dos-santos-s-n/33452-205036,Terreno à venda em leilão,,0,2º leilão,179972.809,14/07/2025 às 15:02
Terreno,"São Carlos / SP - Residencial Salto do Monjolinho Rua Ivani Manzini de Lara,  S/n",https://www.portalzuk.com.br/imovel/sp/sao-carlos/residencial-salto-do-monjolinho/rua-ivani-manzini-de-lara-s-n/33452-205037,www.portalzuk.com.br,,0,1º leilão,220972.75,07/07/2025 às 15:04
Terreno,"São Carlos / SP - Residencial Salto do Monjolinho Rua Ivani Manzini de Lara,  S/n",https://www.portalzuk.com.br/imovel/sp/sao-carlos/residencial-salto-do-monjolinho/rua-ivani-manzini-de-lara-s-n/33452-205037,www.portalzuk.com.br,,0,2º leilão,198019.4010,14/07/2025 às 15:04
Comercial / Industrial,"Botucatu / SP - Vila Jahu Rua Carlos Silva,  74",https://www.portalzuk.com.br/imovel/sp/botucatu/vila-jahu/rua-carlos-silva-74/33159-202752,Terreno à venda em leilão,,0,1º leilão,400762.23,24/06/2025 às 15:40
Comercial / Industrial,"Botucatu / SP - Vila Jahu Rua Carlos Silva,  74",https://www.portalzuk.com.br/imovel/sp/botucatu/vila-jahu/rua-carlos-silva-74/33159-202752,Terreno à venda em leilão,,0,2º leilão,200381.1150,14/07/2025 às 15:40
Terreno,"Piratininga / SP - Residencial Vale Florido Rua dos Gerânios,  s/nº",https://www.portalzuk.com.br/imovel/sp/piratininga/residencial-vale-florido/rua-dos-geranios-s-nº/33160-202753,Vaga de Garagem à venda em leilão,,0,1º leilão,160075.37,24/06/2025 às 15:50
Terreno,"Piratininga / SP - Residencial Vale Florido Rua dos Gerânios,  s/nº",https://www.portalzuk.com.br/imovel/sp/piratininga/residencial-vale-florido/rua-dos-geranios-s-nº/33160-202753,Vaga de Garagem à venda em leilão,,0,2º leilão,80037.6950,14/07/2025 às 15:50
Apartamento,"Santo André / SP - Jardim do Estádio Rua Adriático,  151",https://www.portalzuk.com.br/imovel/sp/santo-andre/jardim-do-estadio/rua-adriatico-151/33553-205906,Terreno à venda em leilão,,0,1º leilão,260055.63,14/07/2025 às 16:30
Apartamento,"Santo André / SP - Jardim do Estádio Rua Adriático,  151",https://www.portalzuk.com.br/imovel/sp/santo-andre/jardim-do-estadio/rua-adriatico-151/33553-205906,Terreno à venda em leilão,,0,2º leilão,130027.8250,05/08/2025 às 16:30
Terreno,"Uberaba / MG - Upg Jockey Park Rua 02B,  s/n",https://www.portalzuk.com.br/imovel/mg/uberaba/upg-jockey-park/rua-02b-s-n/33358-204261,Apartamento à venda em leilão,,0,1º leilão,617004.70,30/06/2025 às 10:00
Terreno,"Uberaba / MG - Upg Jockey Park Rua 02B,  s/n",https://www.portalzuk.com.br/imovel/mg/uberaba/upg-jockey-park/rua-02b-s-n/33358-204261,Apartamento à venda em leilão,,0,2º leilão,657924.71,15/07/2025 às 10:00
Vaga de Garagem,"São Paulo / SP - Real Parque Avenida Barão de Monte Mor,  613",https://www.portalzuk.com.br/imovel/sp/sao-paulo/real-parque/avenida-barao-de-monte-mor-613/33083-202028,Terreno à venda em leilão,,0,1º leilão,46207.93,24/06/2025 às 10:00
Vaga de Garagem,"São Paulo / SP - Real Parque Avenida Barão de Monte Mor,  613",https://www.portalzuk.com.br/imovel/sp/sao-paulo/real-parque/avenida-barao-de-monte-mor-613/33083-202028,Terreno à venda em leilão,,0,2º leilão,27724.7640,15/07/2025 às 10:00
Terreno,"Santana de Parnaíba / SP - Quintas do Ingaí Rua Monte Evereste,  1199",https://www.portalzuk.com.br/imovel/sp/santana-de-parnaiba/quintas-do-ingai/rua-monte-evereste-1199/32747-200287,Terreno à venda em leilão,,0,Valor,256910.0249,15/07/2025 às 10:30
Casa,"Santo Antônio do Aracanguá / SP - Residencial Santa Clara Rua Rufino Barbosa,  79",https://www.portalzuk.com.br/imovel/sp/santo-antonio-do-aracangua/residencial-santa-clara/rua-rufino-barbosa-79/33509-205295,Terreno à venda em leilão,,0,1º leilão,167979.06,15/07/2025 às 10:40
Casa,"Santo Antônio do Aracanguá / SP - Residencial Santa Clara Rua Rufino Barbosa,  79",https://www.portalzuk.com.br/imovel/sp/santo-antonio-do-aracangua/residencial-santa-clara/rua-rufino-barbosa-79/33509-205295,Terreno à venda em leilão,,0,2º leilão,134383.2520,04/08/2025 às 10:40
Apartamento,"Guarujá / SP - Pitangueiras Rua Cubatão,  183",https://www.portalzuk.com.br/imovel/sp/guaruja/pitangueiras/rua-cubatao-183/33254-203551,Casa à venda em leilão,,0,1º leilão,761837.10,25/06/2025 às 10:50
Apartamento,"Guarujá / SP - Pitangueiras Rua Cubatão,  183",https://www.portalzuk.com.br/imovel/sp/guaruja/pitangueiras/rua-cubatao-183/33254-203551,Casa à venda em leilão,,0,2º leilão,685653.3910,15/07/2025 às 10:50
Apartamento,"São Paulo / SP - Vila Gomes Rua Coronel Camisão,  347",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-gomes/rua-coronel-camisao-347/33426-204773,Casa à venda em leilão,,0,1º leilão,595642.32,15/07/2025 às 11:00
Apartamento,"São Paulo / SP - Vila Gomes Rua Coronel Camisão,  347",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-gomes/rua-coronel-camisao-347/33426-204773,Casa à venda em leilão,,0,2º leilão,297821.1650,29/07/2025 às 11:00
Terreno,"Dumont / SP - Centro Rua Manoel de Deus,  s/nº",https://www.portalzuk.com.br/imovel/sp/dumont/centro/rua-manoel-de-deus-s-nº/33476-205173,Casa à venda em leilão,,0,1º leilão,323291.44,15/07/2025 às 11:20
Terreno,"Dumont / SP - Centro Rua Manoel de Deus,  s/nº",https://www.portalzuk.com.br/imovel/sp/dumont/centro/rua-manoel-de-deus-s-nº/33476-205173,Casa à venda em leilão,,0,2º leilão,193974.8640,05/08/2025 às 11:20
Terreno,"São Paulo / SP - Mooca Rua Padre Raposo,  794",https://www.portalzuk.com.br/imovel/sp/sao-paulo/mooca/rua-padre-raposo-794/33317-203839,Terreno à venda em leilão,,0,1º leilão,4747965.18,25/06/2025 às 11:40
Terreno,"São Paulo / SP - Mooca Rua Padre Raposo,  794",https://www.portalzuk.com.br/imovel/sp/sao-paulo/mooca/rua-padre-raposo-794/33317-203839,Terreno à venda em leilão,,0,2º leilão,4352459.688,15/07/2025 às 11:40
Casa,"São Caetano do Sul / SP - Nova Gerty Rua Saldanha da Gama,  31",https://www.portalzuk.com.br/imovel/sp/sao-caetano-do-sul/nova-gerty/rua-saldanha-da-gama-31/33317-203840,www.portalzuk.com.br,,0,1º leilão,546849.45,25/06/2025 às 11:43
Casa,"São Caetano do Sul / SP - Nova Gerty Rua Saldanha da Gama,  31",https://www.portalzuk.com.br/imovel/sp/sao-caetano-do-sul/nova-gerty/rua-saldanha-da-gama-31/33317-203840,www.portalzuk.com.br,,0,2º leilão,455744.3317,15/07/2025 às 11:43
Terreno,"Mogi das Cruzes / SP - Vila Moraes Estrada Soichi Ueda,  238",https://www.portalzuk.com.br/imovel/sp/mogi-das-cruzes/vila-moraes/estrada-soichi-ueda-238/33249-203526,Apartamento à venda em leilão,,0,1º leilão,654552.77,25/06/2025 às 13:00
Terreno,"Mogi das Cruzes / SP - Vila Moraes Estrada Soichi Ueda,  238",https://www.portalzuk.com.br/imovel/sp/mogi-das-cruzes/vila-moraes/estrada-soichi-ueda-238/33249-203526,Apartamento à venda em leilão,,0,2º leilão,593482.999,15/07/2025 às 13:00
Casa,"Itatiba / SP - Bairro da Serrinha Avenida Maria Thereza da Costa Naufal,  990",https://www.portalzuk.com.br/imovel/sp/itatiba/bairro-da-serrinha/avenida-maria-thereza-da-costa-naufal-990/33484-205199,Apartamento à venda em leilão,,0,1º leilão,401080.41,15/07/2025 às 13:10
Casa,"Itatiba / SP - Bairro da Serrinha Avenida Maria Thereza da Costa Naufal,  990",https://www.portalzuk.com.br/imovel/sp/itatiba/bairro-da-serrinha/avenida-maria-thereza-da-costa-naufal-990/33484-205199,Apartamento à venda em leilão,,0,2º leilão,280756.2930,04/08/2025 às 13:10
Apartamento,"Guarulhos / SP - São Miguel Rua Venâncio Aires,  110",https://www.portalzuk.com.br/imovel/sp/guarulhos/sao-miguel/rua-venancio-aires-110/33494-205242,www.portalzuk.com.br,,0,1º leilão,186856.07,15/07/2025 às 13:30
Apartamento,"Guarulhos / SP - São Miguel Rua Venâncio Aires,  110",https://www.portalzuk.com.br/imovel/sp/guarulhos/sao-miguel/rua-venancio-aires-110/33494-205242,www.portalzuk.com.br,,0,2º leilão,93428.0450,04/08/2025 às 13:30
Apartamento,"Araçatuba / SP - Chácaras Patrimônio Santana Rua Aviação,  777",https://www.portalzuk.com.br/imovel/sp/aracatuba/chacaras-patrimonio-santana/rua-aviacao-777/33548-205737,www.portalzuk.com.br,,0,1º leilão,99531.76,15/07/2025 às 13:50
Apartamento,"Araçatuba / SP - Chácaras Patrimônio Santana Rua Aviação,  777",https://www.portalzuk.com.br/imovel/sp/aracatuba/chacaras-patrimonio-santana/rua-aviacao-777/33548-205737,www.portalzuk.com.br,,0,2º leilão,49765.8850,04/08/2025 às 13:50
Sala Comercial,"São Paulo / SP - Centro Avenida Prestes Maia,  241",https://www.portalzuk.com.br/imovel/sp/sao-paulo/centro/avenida-prestes-maia-241/33181-202874,www.portalzuk.com.br,,0,1º leilão,195512.73,25/06/2025 às 14:00
Sala Comercial,"São Paulo / SP - Centro Avenida Prestes Maia,  241",https://www.portalzuk.com.br/imovel/sp/sao-paulo/centro/avenida-prestes-maia-241/33181-202874,www.portalzuk.com.br,,0,2º leilão,97756.3750,15/07/2025 às 14:00
Terreno,"São Paulo / SP - Chácara Flora Rua Comendador Elias Zarzur,  927",https://www.portalzuk.com.br/imovel/sp/sao-paulo/chacara-flora/rua-comendador-elias-zarzur-927/33250-203527,Casa à venda em leilão,,0,1º leilão,7306826.28,25/06/2025 às 14:10
Terreno,"São Paulo / SP - Chácara Flora Rua Comendador Elias Zarzur,  927",https://www.portalzuk.com.br/imovel/sp/sao-paulo/chacara-flora/rua-comendador-elias-zarzur-927/33250-203527,Casa à venda em leilão,,0,2º leilão,3653413.1450,15/07/2025 às 14:10
Apartamento,"Curitiba / PR - Fanny Rodovia Br-116,  15480",https://www.portalzuk.com.br/imovel/pr/curitiba/fanny/rodovia-br_116-15480/33119-202749,Casa à venda em leilão,,0,1º leilão,530014.03,11/07/2025 às 14:31
Apartamento,"Curitiba / PR - Fanny Rodovia Br-116,  15480",https://www.portalzuk.com.br/imovel/pr/curitiba/fanny/rodovia-br_116-15480/33119-202749,Casa à venda em leilão,,0,2º leilão,204976.6961,15/07/2025 às 14:31
Apartamento,"Goiânia / GO - Parque Amazônia Avenida Antônio Fidelis,  s/nº",https://www.portalzuk.com.br/imovel/go/goiania/parque-amazonia/avenida-antonio-fidelis-s-nº/33119-202750,Casa à venda em leilão,,0,1º leilão,423694.50,11/07/2025 às 14:32
Apartamento,"Goiânia / GO - Parque Amazônia Avenida Antônio Fidelis,  s/nº",https://www.portalzuk.com.br/imovel/go/goiania/parque-amazonia/avenida-antonio-fidelis-s-nº/33119-202750,Casa à venda em leilão,,0,2º leilão,178500.0058,15/07/2025 às 14:32
Casa,"Passo Fundo / RS - Lucas Araújo Rua Alfredo Chaves,  379",https://www.portalzuk.com.br/imovel/rs/passo-fundo/lucas-araujo/rua-alfredo-chaves-379/33119-205181,Apartamento à venda em leilão,,0,1º leilão,1500235.00,11/07/2025 às 14:33
Casa,"Passo Fundo / RS - Lucas Araújo Rua Alfredo Chaves,  379",https://www.portalzuk.com.br/imovel/rs/passo-fundo/lucas-araujo/rua-alfredo-chaves-379/33119-205181,Apartamento à venda em leilão,,0,2º leilão,477500.0068,15/07/2025 às 14:33
Apartamento,"Campinas / SP - Swift Rua Martinho Calsavara,  192",https://www.portalzuk.com.br/imovel/sp/campinas/swift/rua-martinho-calsavara-192/33119-205182,Apartamento à venda em leilão,,0,1º leilão,1055538.85,11/07/2025 às 14:34
Apartamento,"Campinas / SP - Swift Rua Martinho Calsavara,  192",https://www.portalzuk.com.br/imovel/sp/campinas/swift/rua-martinho-calsavara-192/33119-205182,Apartamento à venda em leilão,,0,2º leilão,506787.3652,15/07/2025 às 14:34
Casa,"Nova Prata do Iguaçu / PR - Bairro Novo Rua Roberto Malacarne,  21",https://www.portalzuk.com.br/imovel/pr/nova-prata-do-iguacu/bairro-novo/rua-roberto-malacarne-21/33119-205183,Apartamento à venda em leilão,,0,1º leilão,421841.49,11/07/2025 às 14:35
Casa,"Nova Prata do Iguaçu / PR - Bairro Novo Rua Roberto Malacarne,  21",https://www.portalzuk.com.br/imovel/pr/nova-prata-do-iguacu/bairro-novo/rua-roberto-malacarne-21/33119-205183,Apartamento à venda em leilão,,0,2º leilão,358706.3015,15/07/2025 às 14:35
Apartamento,"Taubaté / SP - Vila das Jabuticabeiras Rua Claro Gomes,  86",https://www.portalzuk.com.br/imovel/sp/taubate/vila-das-jabuticabeiras/rua-claro-gomes-86/33119-205184,Casa à venda em leilão,,0,1º leilão,351794.61,11/07/2025 às 14:36
Apartamento,"Taubaté / SP - Vila das Jabuticabeiras Rua Claro Gomes,  86",https://www.portalzuk.com.br/imovel/sp/taubate/vila-das-jabuticabeiras/rua-claro-gomes-86/33119-205184,Casa à venda em leilão,,0,2º leilão,245500.0030,15/07/2025 às 14:36
Casa,"Navegantes / SC - Gravatá Rua Nelson Seara Heusi,  1122",https://www.portalzuk.com.br/imovel/sc/navegantes/gravata/rua-nelson-seara-heusi-1122/33119-205185,Conjunto Comercial à venda em leilão,,0,1º leilão,284268.43,11/07/2025 às 14:37
Casa,"Navegantes / SC - Gravatá Rua Nelson Seara Heusi,  1122",https://www.portalzuk.com.br/imovel/sc/navegantes/gravata/rua-nelson-seara-heusi-1122/33119-205185,Conjunto Comercial à venda em leilão,,0,2º leilão,165000.0042,15/07/2025 às 14:37
Sala Comercial,"São Paulo / SP - República Rua Vinte e Quatro de Maio,  35",https://www.portalzuk.com.br/imovel/sp/sao-paulo/republica/rua-vinte-e-quatro-de-maio-35/33365-204324,Conjunto Comercial à venda em leilão,,0,1º leilão,247067.13,25/06/2025 às 15:00
Sala Comercial,"São Paulo / SP - República Rua Vinte e Quatro de Maio,  35",https://www.portalzuk.com.br/imovel/sp/sao-paulo/republica/rua-vinte-e-quatro-de-maio-35/33365-204324,Conjunto Comercial à venda em leilão,,0,2º leilão,124130.6350,15/07/2025 às 15:00
Sala Comercial,"São Paulo / SP - República Rua Vinte e Quatro de Maio,  35",https://www.portalzuk.com.br/imovel/sp/sao-paulo/republica/rua-vinte-e-quatro-de-maio-35/33365-204325,Conjunto Comercial à venda em leilão,,0,1º leilão,238370.29,25/06/2025 às 15:03
